AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NOW
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,41,59,0,8,46,16,10,10,7,4,20,80,N,2022-12-19 14:45,2022-12-19 15:21,-3.3,-3.3,-2,-10,40,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,9,좋음,21,보통,71,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
역삼역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,36000,38000,57,43,0,1,22,34,22,11,6,3,40,60,N,2022-12-19 14:45,2022-12-19 15:21,-2.8,-3.3,-2,-10,38,N,2.8,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,7000,7500,42,58,0,10,17,15,14,15,15,13,21,79,N,2022-12-19 14:45,2022-12-19 15:21,-2.9,-1.9,-2,-13,37,SE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,7,좋음,15,좋음,48,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
용산역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,52,48,0,4,23,25,19,16,8,5,26,74,N,2022-12-19 14:45,2022-12-19 15:21,-3.2,-3.1,-2,-11,39,E,2.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,44,56,0,9,33,15,13,12,10,7,20,80,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-10,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,8,좋음,21,보통,76,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
DMC(디지털미디어시티),보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,26000,28000,51,49,0,3,25,30,24,11,5,2,44,56,N,2022-12-19 14:45,2022-12-19 15:21,-2.9,-3.2,-2,-11,39,S,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
창동 신경제 중심지,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,28000,30000,42,58,0,10,18,14,16,18,14,9,26,74,N,2022-12-19 14:45,2022-12-19 15:21,-2,-1.5,-2,-13,38,SE,1.8,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,19,좋음,23,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,53,47,0,4,35,19,14,13,10,6,27,73,N,2022-12-19 14:45,2022-12-19 15:21,-4,-2.5,-2,-10,32,NNE,1.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,9,좋음,20,보통,61,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,100,200,45,55,0,5,18,15,15,20,12,14,43,57,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,24,보통,68,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,47,53,0,6,19,22,20,17,10,6,38,62,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
가로수길,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,43,57,0,6,26,27,19,12,7,4,30,70,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-10,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
성수카페거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,50,50,0,4,29,28,19,12,6,3,32,68,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-10,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,8,좋음,21,보통,76,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,46,54,0,5,20,15,16,18,15,11,33,67,N,2022-12-19 14:45,2022-12-19 15:21,-3.5,-3.2,-1,-11,38,SE,1.9,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,45,55,0,8,15,15,15,18,16,14,28,72,N,2022-12-19 14:45,2022-12-19 15:21,-3.5,-3.2,-1,-11,38,SE,1.9,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,19,좋음,23,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
압구정로데오거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,41,59,0,4,28,29,19,11,6,3,33,67,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-10,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
여의도,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,135000,140000,55,45,0,3,21,30,24,14,6,3,46,54,N,2022-12-19 14:45,2022-12-19 15:21,-3.3,-3.3,-2,-10,40,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,19,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,40,60,0,5,23,21,17,16,12,7,23,77,N,2022-12-19 14:45,2022-12-19 15:21,-3.3,-3.3,-2,-10,40,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,19,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
인사동·익선동,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,53,47,0,3,19,21,19,15,12,10,33,67,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
국립중앙박물관·용산가족공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,47,53,1,13,12,19,18,20,12,6,11,89,N,2022-12-19 14:45,2022-12-19 15:21,-3.2,-3.1,-2,-11,39,E,2.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
남산공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,50,50,0,4,22,21,20,18,10,5,29,71,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,18,좋음,22,보통,78,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
뚝섬한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,49,51,0,5,19,20,16,16,13,11,22,78,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-10,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,19,좋음,43,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
망원한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,800,900,53,47,0,3,16,23,17,18,12,11,24,76,N,2022-12-19 14:45,2022-12-19 15:21,-3.3,-3.3,-2,-10,40,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
반포한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,57,43,0,4,12,21,22,19,15,6,3,97,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-0.9,-2,-11,42,S,1.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,12,보통,44,좋음,50,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
북서울꿈의숲,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,46,54,1,8,12,16,16,18,16,13,37,63,N,2022-12-19 14:45,2022-12-19 15:21,-3.5,-3.2,-1,-11,38,SE,1.9,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
서울대공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,48,52,1,7,17,13,18,18,15,11,19,81,N,2022-12-19 14:45,2022-12-19 15:21,-2.8,-3.3,-2,-10,38,N,2.8,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,12,보통,44,좋음,50,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
서울숲공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,53,47,0,5,20,25,18,16,12,5,22,78,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-10,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,8,좋음,21,보통,76,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
월드컵공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,59,41,0,5,12,19,22,21,14,7,15,85,N,2022-12-19 14:45,2022-12-19 15:21,-2.9,-3.2,-2,-11,39,S,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
이촌한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,55,45,0,3,13,20,22,19,14,9,9,91,N,2022-12-19 14:45,2022-12-19 15:21,-3.3,-3.3,-2,-10,40,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
잠실종합운동장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,57,43,0,10,14,15,21,19,13,7,7,93,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-1.5,-2,-10,36,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,24,보통,63,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
잠실한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,50,50,0,19,11,14,20,16,13,7,14,86,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-11,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,24,보통,63,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
강남 MICE 관광특구,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,45,55,0,5,25,29,22,12,5,2,29,71,N,2022-12-19 14:50,2022-12-19 15:21,-2.8,-3.3,-2,-10,38,N,2.8,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
동대문 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,20000,22000,46,54,0,4,18,22,19,17,12,7,22,78,N,2022-12-19 14:50,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
명동 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,58000,60000,48,52,0,2,19,26,22,16,10,5,31,69,N,2022-12-19 14:50,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,18,좋음,22,보통,78,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
이태원 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,8500,9000,47,53,0,2,23,28,18,15,9,5,33,67,N,2022-12-19 14:50,2022-12-19 15:21,-3.2,-3.1,-2,-11,39,E,2.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
잠실 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,56000,58000,44,56,1,16,21,22,17,11,8,4,20,80,N,2022-12-19 14:50,2022-12-19 15:21,-2.4,-2.6,-2,-11,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,24,보통,63,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
종로·청계 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,32000,34000,55,45,0,2,17,18,18,19,15,10,29,71,N,2022-12-19 14:50,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
홍대 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,50000,52000,42,58,0,9,35,23,15,9,5,3,28,72,N,2022-12-19 14:50,2022-12-19 15:21,-3.3,-3.3,-2,-10,40,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
경복궁·서촌마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,42,58,0,8,21,20,18,15,10,7,31,69,N,2022-12-19 14:50,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
광화문·덕수궁,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,28000,30000,52,48,0,3,17,26,26,17,8,4,35,65,N,2022-12-19 14:50,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:26
